Date,SPX,VIX,logVIX,logVIXprev,y,y_u,y_d,y_sqr,sig,sig_sqr,log_sig
1/17/2017,2267.89,11.87,2.474014209,2.418588769,-0.002971914,0,-0.002971914,8.83E-06,0.061204224,0.003745957,-2.793539072
1/18/2017,2271.89,12.48,2.524127363,2.474014209,0.0017622,0.0017622,0,3.11E-06,0.061042397,0.003726174,-2.796186623
1/19/2017,2263.69,12.78,2.547881449,2.524127363,-0.003615859,0,-0.003615859,1.31E-05,0.062229074,0.003872458,-2.776932961
1/20/2017,2271.31,11.54,2.445819261,2.547881449,0.003360532,0.003360532,0,1.13E-05,0.062028382,0.00384752,-2.780163224
1/23/2017,2265.2,11.77,2.465553921,2.445819261,-0.002693702,0,-0.002693702,7.26E-06,0.062157145,0.003863511,-2.778089504
1/24/2017,2280.07,11.07,2.404238747,2.465553921,0.006543089,0.006543089,0,4.28E-05,0.065865291,0.004338237,-2.720143668
1/25/2017,2298.37,10.81,2.380471632,2.404238747,0.007994032,0.007994032,0,6.39E-05,0.071131084,0.005059631,-2.643230851
1/26/2017,2296.68,10.63,2.363680192,2.380471632,-0.000735574,0,-0.000735574,5.41E-07,0.071091201,0.005053959,-2.643791705
1/27/2017,2294.69,10.58,2.358965426,2.363680192,-0.000866844,0,-0.000866844,7.51E-07,0.063014617,0.003970842,-2.764388564
1/30/2017,2280.9,11.88,2.474856314,2.358965426,-0.006027656,0,-0.006027656,3.63E-05,0.06767297,0.004579631,-2.69306844
1/31/2017,2278.87,11.99,2.484072969,2.474856314,-0.000890396,0,-0.000890396,7.93E-07,0.064997299,0.004224649,-2.733409564
2/1/2017,2279.55,11.81,2.46894663,2.484072969,0.000298349,0.000298349,0,8.90E-08,0.058533998,0.003426229,-2.838147531
2/2/2017,2280.85,11.93,2.479056236,2.46894663,0.000570125,0.000570125,0,3.25E-07,0.055194526,0.003046436,-2.896891497
2/3/2017,2297.42,10.97,2.395164274,2.479056236,0.007238574,0.007238574,0,5.24E-05,0.060363997,0.003643812,-2.807362428
2/6/2017,2292.56,11.37,2.430978308,2.395164274,-0.002117657,0,-0.002117657,4.48E-06,0.06009764,0.003611726,-2.811784706
2/7/2017,2293.08,11.29,2.423917378,2.430978308,0.000226795,0.000226795,0,5.14E-08,0.058319074,0.003401114,-2.841826069
2/8/2017,2294.67,11.45,2.43798973,2.423917378,0.00069315,0.00069315,0,4.80E-07,0.058287413,0.003397423,-2.842369109
2/9/2017,2307.87,10.88,2.386926241,2.43798973,0.005735979,0.005735979,0,3.29E-05,0.060652252,0.003678696,-2.802598513
2/10/2017,2316.1,10.85,2.38416508,2.386926241,0.003559715,0.003559715,0,1.27E-05,0.060469083,0.00365651,-2.805623069
2/13/2017,2328.25,11.07,2.404238747,2.38416508,0.005232176,0.005232176,0,2.74E-05,0.062268245,0.003877334,-2.776303694
2/14/2017,2337.58,10.74,2.373975089,2.404238747,0.003999294,0.003999294,0,1.60E-05,0.061030411,0.003724711,-2.796382998
2/15/2017,2349.25,11.97,2.48240352,2.373975089,0.004979922,0.004979922,0,2.48E-05,0.062260833,0.003876411,-2.776422735
2/16/2017,2347.22,11.76,2.464703942,2.48240352,-0.000864479,0,-0.000864479,7.47E-07,0.059880755,0.003585705,-2.815400111
2/17/2017,2351.16,11.49,2.441477092,2.464703942,0.001677174,0.001677174,0,2.81E-06,0.059600773,0.003552252,-2.820086735
2/21/2017,2365.38,11.57,2.448415541,2.441477092,0.006029862,0.006029862,0,3.64E-05,0.05905939,0.003488012,-2.829211731
2/22/2017,2362.82,11.74,2.463001814,2.448415541,-0.001082865,0,-0.001082865,1.17E-06,0.057748449,0.003334883,-2.851658787
2/23/2017,2363.81,11.71,2.460443178,2.463001814,0.000418903,0.000418903,0,1.75E-07,0.05300711,0.002809754,-2.937329223
2/24/2017,2367.34,11.47,2.439734931,2.460443178,0.001492238,0.001492238,0,2.23E-06,0.052401011,0.002745866,-2.948829394
2/27/2017,2369.75,12.09,2.492378665,2.439734931,0.001017502,0.001017502,0,1.04E-06,0.051686978,0.002671544,-2.962549405
2/28/2017,2363.64,12.92,2.558776498,2.492378665,-0.002581661,0,-0.002581661,6.66E-06,0.046076819,0.002123073,-3.077445297
3/1/2017,2395.96,12.54,2.528923535,2.558776498,0.013581182,0.013581182,0,0.000184449,0.061123769,0.003736115,-2.79485447
3/2/2017,2381.92,11.81,2.46894663,2.528923535,-0.0058771,0,-0.0058771,3.45E-05,0.067661966,0.004578142,-2.693231059
3/3/2017,2383.12,10.96,2.394252282,2.46894663,0.000503668,0.000503668,0,2.54E-07,0.067683559,0.004581064,-2.692911979
3/6/2017,2375.31,11.24,2.419478844,2.394252282,-0.003282598,0,-0.003282598,1.08E-05,0.067584734,0.004567696,-2.69437315
3/7/2017,2368.39,11.45,2.43798973,2.419478844,-0.002917556,0,-0.002917556,8.51E-06,0.068235356,0.004656064,-2.684792432
3/8/2017,2362.98,11.86,2.473171394,2.43798973,-0.002286865,0,-0.002286865,5.23E-06,0.069491324,0.004829044,-2.666553369
3/9/2017,2364.87,12.3,2.509599262,2.473171394,0.000799518,0.000799518,0,6.39E-07,0.06947594,0.004826906,-2.666774773
3/10/2017,2372.6,11.66,2.456164181,2.509599262,0.003263348,0.003263348,0,1.06E-05,0.068018702,0.004626544,-2.687972582
3/13/2017,2373.47,11.35,2.429217744,2.456164181,0.000366619,0.000366619,0,1.34E-07,0.067606564,0.004570647,-2.6940502
3/14/2017,2365.45,12.3,2.509599262,2.429217744,-0.003384741,0,-0.003384741,1.15E-05,0.067748877,0.00458991,-2.691947395
3/15/2017,2385.26,11.63,2.453587967,2.509599262,0.008339854,0.008339854,0,6.96E-05,0.072086889,0.00519652,-2.629883096
3/16/2017,2381.38,11.21,2.416806237,2.453587967,-0.001627981,0,-0.001627981,2.65E-06,0.071068691,0.005050759,-2.644108391
3/17/2017,2378.25,11.28,2.423031246,2.416806237,-0.001315228,0,-0.001315228,1.73E-06,0.071216404,0.005071776,-2.642032094
3/20/2017,2373.47,11.34,2.428336298,2.423031246,-0.002011904,0,-0.002011904,4.05E-06,0.071717422,0.005143389,-2.635021576
3/21/2017,2344.02,12.47,2.52332576,2.428336298,-0.012485615,0,-0.012485615,0.000155891,0.082056874,0.006733331,-2.500342687
3/22/2017,2348.45,12.81,2.550226116,2.52332576,0.001888132,0.001888132,0,3.57E-06,0.082431509,0.006794954,-2.495787524
3/23/2017,2345.96,13.12,2.574137784,2.550226116,-0.001060836,0,-0.001060836,1.13E-06,0.082426499,0.006794128,-2.495848304
3/24/2017,2343.98,12.96,2.561867691,2.574137784,-0.000844361,0,-0.000844361,7.13E-07,0.082139746,0.006746938,-2.499333263
3/27/2017,2341.59,12.5,2.525728644,2.561867691,-0.001020153,0,-0.001020153,1.04E-06,0.081960086,0.006717456,-2.501522906
3/28/2017,2358.57,11.53,2.444952334,2.525728644,0.007225317,0.007225317,0,5.22E-05,0.086099789,0.007413174,-2.452248318
3/29/2017,2361.13,11.42,2.435366204,2.444952334,0.001084815,0.001084815,0,1.18E-06,0.069593567,0.004843265,-2.665083144
3/30/2017,2368.06,11.54,2.445819261,2.435366204,0.002930737,0.002930737,0,8.59E-06,0.067960957,0.004618692,-2.6888219
3/31/2017,2362.72,12.37,2.515274186,2.445819261,-0.002257557,0,-0.002257557,5.10E-06,0.068238517,0.004656495,-2.684746108
4/3/2017,2358.84,12.38,2.516082267,2.515274186,-0.001643525,0,-0.001643525,2.70E-06,0.067574496,0.004566313,-2.694524645
4/4/2017,2360.16,11.79,2.467251715,2.516082267,0.000559441,0.000559441,0,3.13E-07,0.066945022,0.004481636,-2.703883564
4/5/2017,2352.95,12.89,2.556451817,2.467251715,-0.003059553,0,-0.003059553,9.36E-06,0.067323578,0.004532464,-2.698244762
4/6/2017,2357.49,12.39,2.516889696,2.556451817,0.001927634,0.001927634,0,3.72E-06,0.067666753,0.004578789,-2.693160313
4/7/2017,2355.54,12.87,2.554899022,2.516889696,-0.000827493,0,-0.000827493,6.85E-07,0.066472323,0.00441857,-2.710969613
4/10/2017,2357.16,14.05,2.642622396,2.554899022,0.000687504,0.000687504,0,4.73E-07,0.066528633,0.004426059,-2.710122853
4/11/2017,2353.78,15.07,2.712706013,2.642622396,-0.001434958,0,-0.001434958,2.06E-06,0.065701835,0.004316731,-2.722628424
4/12/2017,2344.93,15.77,2.758109401,2.712706013,-0.003766996,0,-0.003766996,1.42E-05,0.058359448,0.003405825,-2.841134014
4/13/2017,2328.95,15.96,2.770085592,2.758109401,-0.006838028,0,-0.006838028,4.68E-05,0.062088672,0.003855003,-2.779191722
4/17/2017,2349.01,14.66,2.685122696,2.770085592,0.008576441,0.008576441,0,7.36E-05,0.070956491,0.005034824,-2.645688393
4/18/2017,2342.19,14.42,2.668616132,2.685122696,-0.002907574,0,-0.002907574,8.45E-06,0.071260341,0.005078036,-2.641415334
4/19/2017,2338.17,14.93,2.703372612,2.668616132,-0.001717817,0,-0.001717817,2.95E-06,0.056232999,0.00316215,-2.878251524
4/20/2017,2355.84,14.15,2.649714624,2.703372612,0.00752878,0.00752878,0,5.67E-05,0.062163096,0.003864251,-2.777993767
4/21/2017,2348.69,14.63,2.683074215,2.649714624,-0.003039626,0,-0.003039626,9.24E-06,0.063067553,0.003977516,-2.763548857
4/24/2017,2374.15,10.84,2.383242996,2.683074215,0.010781753,0.010781753,0,0.000116246,0.073500214,0.005402281,-2.610466961
4/25/2017,2388.61,10.76,2.375835555,2.383242996,0.006072128,0.006072128,0,3.69E-05,0.075656072,0.005723841,-2.581557578
4/26/2017,2387.45,10.85,2.38416508,2.375835555,-0.000485756,0,-0.000485756,2.36E-07,0.072100394,0.005198467,-2.62969577
4/27/2017,2388.77,10.36,2.337952237,2.38416508,0.000552738,0.000552738,0,3.06E-07,0.072078509,0.005195311,-2.629999351
4/28/2017,2384.2,10.82,2.381396273,2.337952237,-0.001914951,0,-0.001914951,3.67E-06,0.07203648,0.005189254,-2.630582622
5/1/2017,2388.33,10.11,2.313525033,2.381396273,0.001730739,0.001730739,0,3.00E-06,0.071518583,0.005114908,-2.637797961
5/2/2017,2391.17,10.59,2.35991016,2.313525033,0.001188409,0.001188409,0,1.41E-06,0.071077433,0.005052001,-2.643985391
5/3/2017,2388.13,10.68,2.368372834,2.35991016,-0.001272153,0,-0.001272153,1.62E-06,0.071415402,0.00510016,-2.639241719
5/4/2017,2389.52,10.46,2.347558459,2.368372834,0.000581876,0.000581876,0,3.39E-07,0.070105654,0.004914803,-2.657751832
5/5/2017,2399.29,10.57,2.3580198,2.347558459,0.004080351,0.004080351,0,1.66E-05,0.070987562,0.005039234,-2.6452506
5/8/2017,2399.38,9.77,2.279316466,2.3580198,3.75E-05,3.75E-05,0,1.41E-09,0.070777898,0.005009511,-2.648208502
5/9/2017,2396.92,9.96,2.298577072,2.279316466,-0.001025791,0,-0.001025791,1.05E-06,0.071113675,0.005057155,-2.643475626
5/10/2017,2399.63,10.21,2.323367632,2.298577072,0.001129979,0.001129979,0,1.28E-06,0.070608163,0.004985513,-2.650609518
5/11/2017,2394.44,10.6,2.360854001,2.323367632,-0.002165176,0,-0.002165176,4.69E-06,0.069403132,0.004816795,-2.667823283
5/12/2017,2390.9,10.4,2.341805806,2.360854001,-0.001479519,0,-0.001479519,2.19E-06,0.063703412,0.004058125,-2.753517154
5/15/2017,2402.32,10.42,2.343727036,2.341805806,0.004765073,0.004765073,0,2.27E-05,0.05921803,0.003506775,-2.826529223
5/16/2017,2400.67,10.65,2.365559892,2.343727036,-0.000687072,0,-0.000687072,4.72E-07,0.057719574,0.003331549,-2.852158926
5/17/2017,2357.03,15.59,2.746629683,2.365559892,-0.018345513,0,-0.018345513,0.000336558,0.090093033,0.008116755,-2.406912443
5/18/2017,2365.72,14.66,2.685122696,2.746629683,0.003680063,0.003680063,0,1.35E-05,0.087038914,0.007575773,-2.441399973
5/19/2017,2381.73,12.04,2.48823444,2.685122696,0.006744699,0.006744699,0,4.55E-05,0.089099875,0.007938788,-2.417997347
5/22/2017,2394.02,10.93,2.391511302,2.48823444,0.005146847,0.005146847,0,2.65E-05,0.082653998,0.006831683,-2.493092083
5/23/2017,2398.42,10.72,2.372111156,2.391511302,0.001836226,0.001836226,0,3.37E-06,0.080139291,0.006422306,-2.523989021
5/24/2017,2404.39,10.02,2.304583096,2.372111156,0.002486046,0.002486046,0,6.18E-06,0.080493086,0.006479137,-2.519583986
5/25/2017,2415.07,9.99,2.301584593,2.304583096,0.004432039,0.004432039,0,1.96E-05,0.081787862,0.006689254,-2.503626433
5/26/2017,2415.82,9.81,2.283402274,2.301584593,0.000310502,0.000310502,0,9.64E-08,0.081279102,0.006606292,-2.509866343
5/30/2017,2412.91,10.38,2.339880878,2.283402274,-0.001205286,0,-0.001205286,1.45E-06,0.081433528,0.00663142,-2.507968199
5/31/2017,2411.8,10.41,2.342766883,2.339880878,-0.000460131,0,-0.000460131,2.12E-07,0.081462146,0.006636081,-2.507616833
6/1/2017,2430.06,9.89,2.291524146,2.342766883,0.007542592,0.007542592,0,5.69E-05,0.084954141,0.007217206,-2.465643686
6/2/2017,2439.07,9.75,2.277267285,2.291524146,0.003700871,0.003700871,0,1.37E-05,0.085533154,0.00731592,-2.458851212
6/5/2017,2436.1,10.07,2.309560707,2.277267285,-0.001218419,0,-0.001218419,1.48E-06,0.085090602,0.007240411,-2.464038684
6/6/2017,2429.33,10.45,2.346601978,2.309560707,-0.002782901,0,-0.002782901,7.74E-06,0.085992957,0.007394789,-2.453489881
6/7/2017,2433.14,10.39,2.340843805,2.346601978,0.001567105,0.001567105,0,2.46E-06,0.085827063,0.007366285,-2.455420903
6/8/2017,2433.79,10.16,2.318458442,2.340843805,0.000267109,0.000267109,0,7.13E-08,0.085831035,0.007366966,-2.455374625
6/9/2017,2431.77,10.7,2.370243741,2.318458442,-0.000830326,0,-0.000830326,6.89E-07,0.08536818,0.007287726,-2.460781847
6/12/2017,2429.39,11.46,2.438862711,2.370243741,-0.00097919,0,-0.00097919,9.59E-07,0.085211375,0.007260979,-2.462620345
6/13/2017,2440.35,10.42,2.343727036,2.438862711,0.004501275,0.004501275,0,2.03E-05,0.085053507,0.007234099,-2.464474726
6/14/2017,2437.92,10.64,2.364620484,2.343727036,-0.000996255,0,-0.000996255,9.93E-07,0.085131541,0.007247379,-2.463557678
6/15/2017,2432.46,10.9,2.388762789,2.364620484,-0.002242126,0,-0.002242126,5.03E-06,0.048470674,0.002349406,-3.026796324
6/16/2017,2433.15,10.38,2.339880878,2.388762789,0.000283623,0.000283623,0,8.04E-08,0.048011509,0.002305105,-3.036314526
6/19/2017,2453.46,10.37,2.338917022,2.339880878,0.008312559,0.008312559,0,6.91E-05,0.050578106,0.002558145,-2.984236484
6/20/2017,2437.03,10.86,2.385086315,2.338917022,-0.006719188,0,-0.006719188,4.51E-05,0.056384491,0.003179211,-2.875561141
6/21/2017,2435.61,10.75,2.374905755,2.385086315,-0.000582846,0,-0.000582846,3.40E-07,0.056499965,0.003192246,-2.87351526
6/22/2017,2434.5,10.48,2.349468679,2.374905755,-0.000455842,0,-0.000455842,2.08E-07,0.056279028,0.003167329,-2.877433318
6/23/2017,2438.3,10.02,2.304583096,2.349468679,0.001559679,0.001559679,0,2.43E-06,0.054598586,0.002981006,-2.907747294
6/26/2017,2439.07,9.9,2.292534757,2.304583096,0.000315744,0.000315744,0,9.97E-08,0.054598375,0.002980983,-2.907751159
6/27/2017,2419.38,11.06,2.403334996,2.292534757,-0.00810551,0,-0.00810551,6.57E-05,0.062363267,0.003889177,-2.774778847
6/28/2017,2440.69,10.03,2.305580602,2.403334996,0.008769477,0.008769477,0,7.69E-05,0.069405213,0.004817084,-2.667793299
6/29/2017,2419.7,11.44,2.437115986,2.305580602,-0.008637221,0,-0.008637221,7.46E-05,0.071651296,0.005133908,-2.635944037
6/30/2017,2423.41,11.18,2.414126468,2.437115986,0.001532074,0.001532074,0,2.35E-06,0.070483851,0.004967973,-2.652371659
7/3/2017,2429.01,11.22,2.4176979,2.414126468,0.002308128,0.002308128,0,5.33E-06,0.070998749,0.005040822,-2.645093022
7/5/2017,2432.54,11.07,2.404238747,2.4176979,0.001452212,0.001452212,0,2.11E-06,0.070502153,0.004970554,-2.652112031
7/6/2017,2409.75,12.54,2.528923535,2.404238747,-0.009412971,0,-0.009412971,8.86E-05,0.077797361,0.006052429,-2.553647769
7/7/2017,2425.18,11.19,2.415020522,2.528923535,0.006382741,0.006382741,0,4.07E-05,0.081519106,0.006645365,-2.506917857
7/10/2017,2427.43,11.11,2.407845604,2.415020522,0.000927336,0.000927336,0,8.60E-07,0.081571068,0.006653839,-2.506280639
7/11/2017,2425.53,10.89,2.387844937,2.407845604,-0.000783027,0,-0.000783027,6.13E-07,0.081545653,0.006649694,-2.506592256
7/12/2017,2443.25,10.3,2.332143895,2.387844937,0.007279063,0.007279063,0,5.30E-05,0.084169169,0.007084449,-2.474926589
7/13/2017,2447.83,9.9,2.292534757,2.332143895,0.001872798,0.001872798,0,3.51E-06,0.084307922,0.007107826,-2.473279444
7/14/2017,2459.27,9.51,2.252343877,2.292534757,0.00466264,0.00466264,0,2.17E-05,0.085209897,0.007260727,-2.46263769
7/17/2017,2459.14,9.82,2.284421122,2.252343877,-5.29E-05,0,-5.29E-05,2.79E-09,0.085232116,0.007264514,-2.462376968
7/18/2017,2460.61,9.89,2.291524146,2.284421122,0.000597591,0.000597591,0,3.57E-07,0.080137583,0.006422032,-2.524010334
7/19/2017,2473.83,9.79,2.281361457,2.291524146,0.00535827,0.00535827,0,2.87E-05,0.077850418,0.006060688,-2.552966011
7/20/2017,2473.45,9.58,2.259677592,2.281361457,-0.00015362,0,-0.00015362,2.36E-08,0.077767864,0.006047841,-2.554026992
7/21/2017,2472.54,9.36,2.23644529,2.259677592,-0.000367975,0,-0.000367975,1.35E-07,0.077750105,0.006045079,-2.554255377
7/24/2017,2469.91,9.43,2.243896097,2.23644529,-0.00106425,0,-0.00106425,1.13E-06,0.077956588,0.00607723,-2.551603171
7/25/2017,2477.13,9.43,2.243896097,2.243896097,0.002918919,0.002918919,0,8.52E-06,0.078357798,0.006139945,-2.546469787
7/26/2017,2477.83,9.6,2.261763098,2.243896097,0.000282545,0.000282545,0,7.98E-08,0.0710683,0.005050703,-2.644113893
7/27/2017,2475.42,10.11,2.313525033,2.261763098,-0.000973099,0,-0.000973099,9.47E-07,0.065488904,0.004288796,-2.725874555
7/28/2017,2472.1,10.29,2.33117255,2.313525033,-0.001342087,0,-0.001342087,1.80E-06,0.056135824,0.003151231,-2.879981096
7/31/2017,2470.3,10.26,2.32825284,2.33117255,-0.000728391,0,-0.000728391,5.31E-07,0.056462195,0.003187979,-2.87418398
8/1/2017,2476.35,10.09,2.311544834,2.32825284,0.002446101,0.002446101,0,5.98E-06,0.056508052,0.00319316,-2.873372138
8/2/2017,2477.57,10.28,2.33020026,2.311544834,0.000492539,0.000492539,0,2.43E-07,0.056501008,0.003192364,-2.8734968
8/3/2017,2472.16,10.44,2.345644582,2.33020026,-0.002185979,0,-0.002185979,4.78E-06,0.043244894,0.001870121,-3.14087611
8/4/2017,2476.83,10.03,2.305580602,2.345644582,0.001887254,0.001887254,0,3.56E-06,0.038936881,0.001516081,-3.24581338
8/7/2017,2480.91,9.93,2.295560478,2.305580602,0.001645912,0.001645912,0,2.71E-06,0.038989465,0.001520178,-3.244463798
8/8/2017,2474.92,10.96,2.394252282,2.295560478,-0.002417356,0,-0.002417356,5.84E-06,0.04043535,0.001635018,-3.208050877
8/9/2017,2474.02,11.11,2.407845604,2.394252282,-0.000363714,0,-0.000363714,1.32E-07,0.033160623,0.001099627,-3.406392161
8/10/2017,2438.21,16.04,2.775085602,2.407845604,-0.014580194,0,-0.014580194,0.000212582,0.06297782,0.003966206,-2.764972678
8/11/2017,2441.32,15.51,2.741484977,2.775085602,0.001274713,0.001274713,0,1.62E-06,0.060614414,0.003674107,-2.803222559
8/14/2017,2465.84,12.33,2.512035317,2.741484977,0.009993644,0.009993644,0,9.99E-05,0.070918122,0.00502938,-2.646229279
8/15/2017,2464.61,12.04,2.48823444,2.512035317,-0.00049894,0,-0.00049894,2.49E-07,0.070930282,0.005031105,-2.646057828
8/16/2017,2468.11,11.74,2.463001814,2.48823444,0.001419096,0.001419096,0,2.01E-06,0.068375518,0.004675211,-2.682740442
8/17/2017,2430.01,15.55,2.744060639,2.463001814,-0.015557303,0,-0.015557303,0.00024203,0.08763751,0.007680333,-2.434546176
8/18/2017,2425.55,14.26,2.657458415,2.744060639,-0.00183707,0,-0.00183707,3.37E-06,0.087677491,0.007687342,-2.434090072
8/21/2017,2428.37,13.19,2.579458967,2.657458415,0.001161948,0.001161948,0,1.35E-06,0.087997698,0.007743595,-2.430444624
8/22/2017,2452.51,11.35,2.429217744,2.579458967,0.00989174,0.00989174,0,9.78E-05,0.09514707,0.009052965,-2.352331479
8/23/2017,2444.04,12.25,2.505525937,2.429217744,-0.003459582,0,-0.003459582,1.20E-05,0.095664969,0.009151786,-2.346903098
8/24/2017,2438.97,12.23,2.50389195,2.505525937,-0.002076589,0,-0.002076589,4.31E-06,0.09578892,0.009175517,-2.345608258
8/25/2017,2443.05,11.28,2.423031246,2.50389195,0.00167144,0.00167144,0,2.79E-06,0.096135059,0.00924195,-2.342001212
8/28/2017,2444.24,11.32,2.426571073,2.423031246,0.000486977,0.000486977,0,2.37E-07,0.0962088,0.009256133,-2.341234449
8/29/2017,2446.3,11.7,2.459588842,2.426571073,0.000842443,0.000842443,0,7.10E-07,0.095717943,0.009161925,-2.346349506
8/30/2017,2457.59,11.22,2.4176979,2.459588842,0.004604516,0.004604516,0,2.12E-05,0.097443723,0.009495279,-2.328480268
8/31/2017,2471.65,10.59,2.35991016,2.4176979,0.005704749,0.005704749,0,3.25E-05,0.09953386,0.009906989,-2.307257391
9/1/2017,2476.55,10.13,2.315501318,2.35991016,0.001980519,0.001980519,0,3.92E-06,0.09955799,0.009911793,-2.307014991
9/5/2017,2457.85,12.23,2.50389195,2.315501318,-0.007579479,0,-0.007579479,5.74E-05,0.102859071,0.010579989,-2.27439547
9/6/2017,2465.54,11.63,2.453587967,2.50389195,0.003123866,0.003123866,0,9.76E-06,0.103344969,0.010680183,-2.269682673
9/7/2017,2465.1,11.55,2.446685437,2.453587967,-0.000178476,0,-0.000178476,3.19E-08,0.103342927,0.010679761,-2.269702433
9/8/2017,2461.43,12.12,2.494856981,2.446685437,-0.001489893,0,-0.001489893,2.22E-06,0.088536813,0.007838767,-2.424336847
9/11/2017,2488.11,10.73,2.373043557,2.494856981,0.010780904,0.010780904,0,0.000116228,0.095808832,0.009179332,-2.345400406
9/12/2017,2496.48,10.58,2.358965426,2.373043557,0.003358354,0.003358354,0,1.13E-05,0.090233957,0.008142167,-2.405349459
9/13/2017,2498.37,10.5,2.351375257,2.358965426,0.00075678,0.00075678,0,5.73E-07,0.09013794,0.008124848,-2.406414115
9/14/2017,2495.62,10.44,2.345644582,2.351375257,-0.001101324,0,-0.001101324,1.21E-06,0.090307765,0.008155492,-2.404531831
9/15/2017,2500.23,10.17,2.31944221,2.345644582,0.001845532,0.001845532,0,3.41E-06,0.067334216,0.004533897,-2.698086761
9/18/2017,2503.87,10.15,2.317473705,2.31944221,0.001454807,0.001454807,0,2.12E-06,0.066224185,0.004385643,-2.71470955
9/19/2017,2506.65,10.18,2.320425011,2.317473705,0.001109665,0.001109665,0,1.23E-06,0.066228916,0.004386269,-2.714638114
9/20/2017,2508.24,9.78,2.280339484,2.320425011,0.000634112,0.000634112,0,4.02E-07,0.058536946,0.003426574,-2.838097169
9/21/2017,2500.6,9.67,2.269028309,2.280339484,-0.003050609,0,-0.003050609,9.31E-06,0.058128841,0.003378962,-2.845093336
9/22/2017,2502.22,9.59,2.260720889,2.269028309,0.000647635,0.000647635,0,4.19E-07,0.056918771,0.003239746,-2.866130098
9/25/2017,2496.66,10.21,2.323367632,2.260720889,-0.002224499,0,-0.002224499,4.95E-06,0.058228457,0.003390553,-2.843381092
9/26/2017,2496.84,10.17,2.31944221,2.323367632,7.21E-05,7.21E-05,0,5.20E-09,0.058303577,0.003399307,-2.842091832
9/27/2017,2507.04,9.87,2.289499853,2.31944221,0.004076842,0.004076842,0,1.66E-05,0.059262643,0.003512061,-2.825776138
9/28/2017,2510.06,9.55,2.256541154,2.289499853,0.001203883,0.001203883,0,1.45E-06,0.0579054,0.003353035,-2.848944635
9/29/2017,2519.36,9.51,2.252343877,2.256541154,0.003698244,0.003698244,0,1.37E-05,0.056181382,0.003156348,-2.879169858
10/2/2017,2529.12,9.45,2.246014742,2.252343877,0.003866515,0.003866515,0,1.49E-05,0.057030023,0.003252423,-2.864177431
10/3/2017,2534.58,9.51,2.252343877,2.246014742,0.002156527,0.002156527,0,4.65E-06,0.047096271,0.002218059,-3.055561453
10/4/2017,2537.74,9.63,2.264883226,2.252343877,0.001245978,0.001245978,0,1.55E-06,0.046727372,0.002183447,-3.063425162
10/5/2017,2552.07,9.19,2.218115936,2.264883226,0.005630873,0.005630873,0,3.17E-05,0.048567321,0.002358785,-3.024804382
10/6/2017,2549.33,9.65,2.266957915,2.218115936,-0.001074215,0,-0.001074215,1.15E-06,0.048222589,0.002325418,-3.031927716
10/9/2017,2544.73,10.33,2.335052283,2.266957915,-0.001806026,0,-0.001806026,3.26E-06,0.036163997,0.001307835,-3.319691213
10/10/2017,2550.64,10.08,2.310553263,2.335052283,0.002319754,0.002319754,0,5.38E-06,0.035495047,0.001259898,-3.338362113
10/11/2017,2555.24,9.85,2.287471455,2.310553263,0.001801845,0.001801845,0,3.25E-06,0.03556529,0.00126489,-3.336385117
10/12/2017,2550.93,9.91,2.293544348,2.287471455,-0.001688154,0,-0.001688154,2.85E-06,0.036109428,0.001303891,-3.321201284
10/13/2017,2553.17,9.61,2.262804223,2.293544348,0.000877726,0.000877726,0,7.70E-07,0.036006268,0.001296451,-3.324062245
10/16/2017,2557.64,9.91,2.293544348,2.262804223,0.001749234,0.001749234,0,3.06E-06,0.036065545,0.001300724,-3.322417302
10/17/2017,2559.36,10.31,2.333114298,2.293544348,0.000672269,0.000672269,0,4.52E-07,0.036091348,0.001302585,-3.32170211
10/18/2017,2561.26,10.07,2.309560707,2.333114298,0.000742098,0.000742098,0,5.51E-07,0.036077253,0.001301568,-3.322092723
10/19/2017,2562.1,10.05,2.307572635,2.309560707,0.00032791,0.00032791,0,1.08E-07,0.032836896,0.001078262,-3.416202518
10/20/2017,2575.21,9.97,2.299580584,2.307572635,0.005103849,0.005103849,0,2.60E-05,0.035516539,0.001261425,-3.337756804
10/23/2017,2564.98,11.07,2.404238747,2.299580584,-0.003980403,0,-0.003980403,1.58E-05,0.038351618,0.001470847,-3.260958562
10/24/2017,2569.13,11.16,2.412335957,2.404238747,0.001616639,0.001616639,0,2.61E-06,0.038059883,0.001448555,-3.268594491
10/25/2017,2557.15,11.23,2.418588769,2.412335957,-0.004673963,0,-0.004673963,2.18E-05,0.042406803,0.001798337,-3.160446482
10/26/2017,2560.4,11.3,2.424802726,2.418588769,0.001270139,0.001270139,0,1.61E-06,0.042411897,0.001798769,-3.160326366
10/27/2017,2581.07,9.8,2.282382386,2.424802726,0.008040545,0.008040545,0,6.47E-05,0.048455873,0.002347972,-3.02710173
10/30/2017,2572.83,10.5,2.351375257,2.282382386,-0.003197581,0,-0.003197581,1.02E-05,0.049788878,0.002478932,-2.999963653
10/31/2017,2575.26,10.18,2.320425011,2.351375257,0.00094404,0.00094404,0,8.91E-07,0.04955453,0.002455651,-3.0046816
11/1/2017,2579.36,10.2,2.32238772,2.320425011,0.001590806,0.001590806,0,2.53E-06,0.049611133,0.002461264,-3.003540015
